Clean_tweets;Labels
boniswa moto unkulunkulunomuntuomusha kumqoka kakhulu ekuthenini bakhuthazwe odadewethu ikakhulu indlela esishumayela ngayo singenzi bagcine bezinyeza ngiyayithanda le yokuthi umshado isipho esivela kunkulunkulu ;positive
i kinda get it 🤷🏽‍♂️😏if house of cards is anything to go by it seems as though in politics you have to available even at 2am under a tree in a park cabanga sekwenziwa ne corruption ngaphezulu ;negative
qokani sawubona mina mhlongo ngicela usizo my 14yr old has terrible eczema he is suffering ngicela usizo ;neutral
lutho ngabona isebenza ngingakhokhile ngaziqhubekela mina 🤣🤣🤣🤣 ;neutral
mafavuke3 sibadweba chrisexcel102 lutho umjuluko nix🙅🏾‍♂️ ;negative
misssam1818 uyayiveza yin wahleka kangaka ;positive
wandilehlamvana uyawuchana umhlola phofu ;neutral
kuzobe sekwenzekani emva kwe nationalshutdown sotholani muphu umvuzo singumphakathi ;neutral
margabult draseemmalhotra world homicide organization mengele is er niets bij ;neutral
inoba we need a worldwide drive around consent coercion and rape culture because its a daily pandemic on this app ;neutral
bonnie tta 😭😭 umgwinyo oe ecstacy i thinkay ngyasaba mina umuntu owenza iydakamizwa ngeke oeincwadi ye l o ngempela ;negative
rakgadi em 🤣😂 phinde abeke isandla sakhe ebusweni bendoda ;positive
ndilekamkhize akwenzeki lutho this side 😭😭 ;negative
zee pat101 kushuth uyababona nje beshaya impahla enkulu😃 ;positive
babeswodumo za singabantu vele asisoze sabona ngaso linye kodwa mina soze ngahlaza umfazi wami kanje engasekho isithunzi sika mampitsha uzosiqeda nya lontombazana bekumele amvikele impela manje ngoba amusekho ikuziphendulela angosho ukuthi ubenza into enhle u mampintsha ;negative
ukuba wenza ntoni ngazo uzisebenzisa ukuba zikwakhe okanye ziku dilizendise matatiele ;negative
ukholo iwakho ilona ekumele ulibeke phambili kuze kulunge konke ;positive
bussaimathebula ikwekwezi fm realdj rvoonah bathabilemaben9 happy mondaymolweni zithandwa zami ♥️❣️❤️ team rnb629kwasuka loko ngisendleleni ngibheke khona krugersdorp aphelile maholidekukhanya bha1063 earfone shiqe ngilalele ikwekwezi 💃💃 ;positive
samkeleml isiphile enhle jojafanele negrohimself ngvumelana nawe bafo 🔥🥺 ;positive
mambovipingicela ukuvuka nobhuti thamsanqa luswazi kwanyuswa kuyimanje ulungiselela ukuya emsebenzini ehillcrest uhlezi enilalele asambeni mrozawangempel djsgqemezaukhozifmvabs ukhozifmvabs ukhozifmvabs ;positive
muhlemvelase morning stufuza wethuswe yintoni na ;negative
tthe lion25 wajula kangaka bafo ;neutral
barnes10 he knows maarn luyanda khawume mfondini yhoo ;positive
guugu p singabantu bomculo opholileyo thina kaloku ;negative
jhb isnt raining 😒 ingaske inethe when i drive back home🕯️ ;negative
lawrancia pelma mlota azola the is a childhood meme that used to say stop waiting for mr right and drag that wrong idiot to the right today ngi lalela sdala p ft makhadzi agifuni mjolo nge 14 year experience idiotgrade 😭😭😭 dont be the reason another me is created qaphela ;negative
fanas mdlalose 😭😭😭 ewe shame mna ingaske ndihlala ndisela ;negative
michaelbucwa inganekwane 🤦🏾‍♂️ ;positive
madlokovu ngizocela amanzi 🥺🥺 ;neutral
zukie129 sisela iwine okanye ;negative
for someone who isn’t xhosa i sure do say sundiqela kakubi a whole lot 😭 ;negative
fairy theone a dot85 cyrilramaphosa bathi alok my question implies that theres sexual advances andiyaz ke ba iqale nini ubayi ngxaki yam that theres a rape culture problem in this country that a ubusenzani is implying sexual advances ;negative
i love how my people talk on heroes marathon day in mthatha supervisor at myezo spar was boasting that heroes marathon is his race he went on to ask runner who was there kuwine bani runner was a character he fired back yhe mfondini awugqibi kuthi yirace yakho le😂😂😂 ;positive
ababheji abo bathe cwaka nangoku ;neutral
makhethals shale lirontso u oa e tshela poone neh😂😂😂🤣 ;positive
☀️ kunye today 🚀🚀🚀 ;positive
dlalisa skosana yaz sinivulele indlela ;positive
lmkonqo gqiba kaloku mntlane ;negative
thobeladumelangavuxenindimatshelonilothjanimolwenisanibonanigoeie mooregood morning beautiful queens and handsome kings of mzansi and the world 💙🙏❤️a happy friday and a great weekend ahead for yall👌 🍻🥃🍷🥂🍾🕺💃 ;positive
tshidimonteiro ndikuve kakuhle sisi tsidi ;positive
cner pee 😂 🤣 😂 yhuuuuu amgqeme engeqiwa ntwala ingozi ;negative
sandileh ngcobo ayanda mthatha thetha kaloku sisi ayanda mthatha ;positive
spitchnzawumbi suxoka kaloku nawe hayibo ;negative
ngicela ningipha imali😊 ;positive
ngomso nithi amaxhosa ayadelela🙄 ;negative
ludumo thanks so much mhlekazi wami 🙏🏽🙏🏽 ;positive
mlota azola uyasilawula kengoku 🥹 ;negative
chrisexcel102 tmazonke kutheni uthuka abantu basekhaya chris ingqondo yakho inayo ingqondo ;positive
ngconden lady patience29 soze black label imnandi uvuka kusasa ufresh😌 ;positive
sigujana za masasafuze if kuyashesha kuzikhindi was a person 🤣🤣🤣 hhayi bo ngempela he is a person🤭 ;negative
thefixer soze kudliwa imali yami🤣🤣🤣🤣🤣 ;neutral
blessin91077312 nina manise satafrika niyavela kancane kancane ;neutral
ingaske ndiyowushiya pha lomzimba uzigyimele… ndiyowuthatha afterwards 😭😭😭😭😩 ;negative
kanti yintoni na le celibacy😭 ;negative
hay jonga letarven ilapha ngasendlini im sure kutyiwa itic rha everyday ziyabila ;negative
bujalingo you turning a blind eye soze kaloku 😂😂 ;positive
yyeyhi ave nibushutha kahle utshwala kuvele kube sengath ijuice 😑 ;negative
fikz the cook please sis fikzl wanna cook umleqwa ngomso ;neutral
kabeezy29 inoba umhle njani nge blonde ;positive
akhe ni thethe nge weather ke or something change it up a bit bethuna ;neutral
nkalane16 lomdonsiswano ka former president jacob zuma no president cyril ramaphosa awunasidingo nje🤨sibhekene ne loadshedding nezinkinga eziningi kabi abasimele kancane ukhozica ukhozi fm ;neutral
iamtbotouch michaelbucwa cityofjoburgza konakele ngempela ke manje ;neutral
bhabinski yowhighness m jonga ;negative
zolekandlovu lutho ntokazi angifuni ubunesizungu 😌😇😂 ;positive
bc njani kaloku ubengu katherine sipho okanye bezama uthi make sure yonke itarget clientele is reached ;neutral
mbuleloxinana xa kutheni ;neutral
drmusamthombeni one thing about musa 😂😂😂uzonivomva nibe imvithi ngoba niyakuthanda ukukhuluma… i am here for it ke sana ;positive
oh bethuna 🥺🥺❤️ ;positive
destinyzee ipeace yinto engekho la ;negative
nonqabamosunku9 vele ubone kuthi welele inganekwane kanti 😏😏😏 ;positive
babeswodumo za fake account kodwa qhubeka ;negative
news24 isitha siba isitha noma sesikwelamathongo ;neutral
thamishezi5 ngazalwa ngingedwa akyona inkinga leyo🤣🤣 ;neutral
zanele13119512 mametjathobile1 lutho🤣🤣🤣🤣 ;neutral
vandal707 amanzi wona sowaphuzile ;positive
shauniaro ndidikiwe yi liverpool 💔 ;negative
cozminontsomi ngase baphuphe kakubi🙄 ;negative
one of the reasons why anthropology was a fav major you learn a lot of things phaya ;negative
lilsaint111 ubaba wami uthi angavula lelo bhokisi elikhulumayo avele avulele amanga ezindaba ajike asishumayeze ngawo… ngiyazisa ngoba kojova abanjengaye kuqala 😪😪😪 ;negative
wehlelwa yintoni lo tata ;negative
lmkonqo haayi mfondini umfuzile mos utata wakho ayipheli grudge yakho la chap yamtyisa inyama yekati wayibetha over the decade loool baxolele my nigga ;negative
if i started ngeke ngiqede inkinga ilapho😩 ;negative
wandilehlamvana uxolo 😂 ;positive
bandzoftroy rocbrunch joeybadass rocnation no ways daniel was on the way to moria he got lost ;negative
molweni 🥰 ni right ;neutral
“you can watch me walk away” bethuna ;neutral
of course you’re on a mission kaloku ;neutral
ghost mayne uyamfuna kengoku ;negative
i laugh when i go through my bookmarks other things im like why did i save this kengo ndandehlelwa yintoni ;negative
phaksphothinja soze ndingayhleki 🤣🤣🤣🤣 ;negative
catchile lena and thought he was gonna change you 🥺😭💔yini na umjita iyi loser kangaka ☹️ ;negative
sthandile2 tmclimate22 mpruedie khululeka sobhubha sonke mama ;negative
moanerleaser melba khange ukwazi nophendula wabe semnkile ubhuti 🤣🤣 uzibuze uba wawubonentoni kwasekuqaleni ku baby boy ;negative
siiya sana ingaske aphefumle aberight 😂 ;positive
unclecul from jigga to cole to unc the hair will tell you ihamba njani impilo 😏👌🏾 ;positive
mazmo 097 sigujana za cabanga njob sigudla wonke ama corner nje masganga nabantu ekungesibo abethu asithetheleli ;negative
patricia bantom o tshela thula ha monate jwang🤷 ;negative
ziphezinhle zul lungelokm niphathwa amahloni ngokubona umuntu edla nje 🤷🏽‍♀️ naze nalithwala idombolo 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ ;negative
nmabaso iqiniso elimsulwa😂 ;positive
vivimpikashe this thing ka to can ivela phi kakade 🤔🙄 ;negative
dlaminithobeka lol ayi abantu bakutwitter abasabi lutho you just go around giving advice on something that you aren’t an expert in 😩 ;negative
siyathemba16 04 qhwesha mfondini suba wikh 🚮 ;negative
nhlanhlamasil14 the impi kpe has a speed of 45+km please send your full names surname email address and phone number on our whatsapp line 064 750 6385 if you are interested in getting a quotation please feel free to visit our website for more information ;neutral
ay anisabi lutho inkosi impela😩 ;negative
ngicela ukubuza mina njengeslima ngoba ngiyazi ukuthi unalo ulwazi ngosiko ;negative
🤣🤣🤣 welele inganekwane ;neutral
alexsithole inkinga ayiwin kalula ekapa 🤦🏿‍♀️🤦🏿‍♀️ ;positive
vehicletrackerz rsa trucker ya ne kuzoboswa abantu bensthonstha inyama🤣🤣🤣 ;negative
battery zerobot khange zisebenze namhlanje ;neutral
vanillablaq jonga tata ;negative
umakhosetive mthigo 😂😂asazike mthigo khuluma ;positive
sgqha tshotsho uxolo zikhethele 📢📢📢 ;positive
the discourse 🤣🤣🤣🤣😭😭😭😭😭😭 oh yini utom nojerry wam bethuna ;negative
thabiler6 sinamarhadu 🤣 🤣 🤣 sis thabs you know i dont play with flour i also dont cook maheu and he loves it he must just pray his mom teaches him how to make it because soze mina ;neutral
mthimkhulusbo bethuna😂😂😂😂 kamani please ;positive
kekeletso ma hayi kabi kodwa mawu bambekile u bambekile nxese kuthina amadoda ngoku hamba sikhipha ama volovolo noma ku kuphi siya xolisa ;negative
ofs5b soze ke vakashele kzn ;neutral
hayin bethuna so untando ngumntana kamsimelelo hayin uzimkhitha 🙆 gqeberhatheempire ;negative
kinda obsessed with my feed ngaske nindithi follow on ;neutral
asa jikwana kfcsa ndithenga inyama qha mna apha ;neutral
realzolisa mhlekazi ech your wardrobe with our top notch garments available mihagarments follow this link to view our catalog and prices on whatsapp ;positive
msakazi rsa mnqobi yazo impi ;neutral
indodayethu sincokola no lindikaya ntshinga ongumsunguli we npo in a box ozimisele uku guqula izinto kweli lase gqeberha esebenzisa icoding kunye ne art khanyisakukhanyemhlobo ;negative
yomkhontol yhooo hay jonga ;negative
ye bethuna amadoda a serious ngokusibulala ;neutral
makwande m sira2037 nami ndifana nawe mhlekazi ;positive
sophie mokoena ddmabuza he must bring uncle paul mashatile on board uyaviva naye it seems ramaphosa doesnt want to work with the alex mafia 🤣🤣🤣 badibene abathengisi azishe ;neutral
papirazzi jonga he kissed my lips i taste your mouth he pulled me in i was disgusted with myself the passion i had while singing this😭 ;negative
langalihl unyile soze ;neutral
siya bu khuluma unamarights 😘 ;positive
what if i put it to you that a witness will come to this court and testify that inyani leyo 🤣🤣🤣🤣 ;neutral
kabza de small ft maaki khusela ;positive
mtshwete ulaka lodwa ;neutral
kulele kunye ukube kubili ngabe kuyavuna ;negative
mogheling z makabhale ngomnwe kaloku 😅 ;positive
aphelelejody melitson89 🤣🤣🤣🤣makes the two of us andiphambani mna kqala kalokuyhini ;negative
bulela na ngesizulu umshado awuhlehli so never ;positive
rooundy eyam itshomi thats the comment♥️♥️ ;positive
trevzngcobo wemapholoba ingabe mhlawumbe unaso isibuko eduze ukuze ukwazi ukubona ubuhle esibubonayo sonke ;positive
justsihlee ulaka yini okanye nawe uyi loser ;neutral
dumza q amandazamajola khanya nolz1 hahaha tu ke ndimathile emadodeni wena dumza qha lo une issues maarn and ke sana akazolenza ixesha kum ;positive
khosithwala2 yeyi nami cishe nga respond ngo kiss ngithuke sengicijisa umlomo ;negative
sximba kaxoloti shiluvankuna “it’s” being intoni kanene ;negative
sidinga ukuxoxa no eskom kancane nje singuzulu… nationalshutdown ;negative
yadelela loyabhuti oyi sgora ebsweni smh ;negative
ayanda given ulale obuphi kengoku ;positive
shantel tee bamvulele indlela eya kagogo ;positive
thecitizen news siwelacartoons nani nithetha ukunya ;neutral
thomasmlambo ay mangethe awuthathe back seat mfanakithi lento yokuhlezi sithi cishe kwalunga ayisizi we need 3 points ;negative
shufflesdu yaz bendigafuni ukuhleka ;positive
naskosana ngicela ukudlalwa kahle bandla not ushrek🤣🤣🤣 ;negative
citypowerjhb niyasinyisa shem hayi kancinci 😡😡 ;negative
pule max uxolo ke ;positive
yaya bethunana 😍😍bigbrothertitans ;positive
a trillest morning to yall 😎🔥 hope nimnandianother day another opportunity to try again same ndaba ndaba kuze kube nduna phakade🌄🙏🏾 ;positive
joebanana1986 mohale za soze 🤣🤣🤣 ;negative
inoba kubhalwe mnqundu on my forehead cause there’s no way abantu bandinyisa ngamabom ;negative
phathorecover saintloungecpt kanti bendicinga ndibona ndedwa ndaqondba soze ibengama kwang tuu 😭😭 la kuthwa zimoto ezivuzimali ;negative
bra ace acencobo i hope you’re well mhlekazi is still possible for officialpsl to charge mhango for this career ending tackle i’m keen to know what the rules of the game say thanks ;positive
andinaso ispace imbeko yona ndinayo kwaye ndibhetele if bendighekho bhetele ngewungaceli kum ulayshelwa izinto umhlawumbi ngewucela abantwana bakho bakulayshele but baphi ke nabaya besiba inkukhu ezilalini bengena emizini yabantu bengankqonkqozanga yimbeko leyo ;negative
judaeda3 its a lie we had zizi khusela etc who were the best initialy pule was struggling but zizi help him the new lady will struggle initialy but she will b assisted anc never had mampara spokes person ;positive
why ningahefuzeli pho uma ibele lincelwaingane👀🤱kancane kancane niyavela nina😏🤥 ;positive
msivana404 uyaxoka ke shame ndandibhala naše bhodini inotes 😂😂 ;negative
jackdevero imagine kengoku + springboks +proteas + blitzbokkeshame ;negative
melikhayal3006 sangamamiya zerish mat khanimeni tata nomamaingxaki iphi if the princess reminds you actually😂😂wema ndiyoyika ngentombi yethu ;negative
bibo george ey bethuna 🤣🤣 ;neutral
