tweets,labels,predict_name,Unnamed: 3
@user  lalela they are not safe those ones baxter is following on them we are tayad,neutral,multi,
so i must get a covid test gore ke kgone ho tshelela into lesotho ka weekend is like i can shaun,negative,Sepedi,
kore ebile akitsi ke reng,neutral,Sepedi,
@user @user ke mathata mo king,negative,Sepedi,
@user erken uyanmak gΓö£Γò¥nΓö£Γò¥ kurtaryor bazenΓö£┬║ok eskiden d sabah 5te uyanr saat 12ye kadar tΓö£Γò¥m ileri bitirirdim ve koca bir gΓö£Γò¥n bana kalrd erken uyan gΓö£Γò¥nΓö£Γò¥ kurtar,neutral,multi,
kante ga se gore ba ne ba tla ba jele hela once,negative,Sepedi,
@user o re bone perhaps bc last iaowacked youre watching from sa mo tv,negative,multi,
le etse bonnete ba ho khetha ka nepo,negative,Sepedi,
@user disatlo bowa moere keyhole fela mare keye pele lego suppoter africa,positive,multi,
@user  vele youre dysfunctionalmost bad things happen where theres alcohol abuse rape assault stabbing fights murder road rage road accidents fruitless and wasteful expenditure,negative,Sepedi,
@user o thole mmata wa teng a batla go mo senyetsa relationship o ka mo raya klaar gore bula matlho motho mmata yo wa gago relationship ya gagwe ya tekateka e setse ka mafofora jaanong o batla go foforega le wena,negative,Sepedi,
@user ae ha ke bue le oena e sale ule teng,negative,Sepedi,
@user any reccomendationsfuture hope for us people non skull holders who would love to be a part of the sam sprattosphere,negative,multi,
@user le tlogela batho limpopo lena gala loka strong,negative,Sepedi,
imagine dating someone who drives to your house and just waits outside in their car when they cant reach you on the phone le tlo bolaya ke batho lona,negative,Sepedi,
@user well sometimes papa wa bo o sa anticipater their behaviorkana ba adima tshelete ba le desperate gore,negative,Sepedi,
di man ke ntwa dumela @user do you know who he reminds me of,negative,Sepedi,
@user wa ba reng tota,negative,Sepedi,
@user see you on the 4th of june o nrekele cap ya,positive,multi,
@user  tlasa lebanta la ntate a mbusang ho nale khauta le peo e molemo,positive,multi,
@user ahh aowa you guys must just move out of the trenches,positive,Sepedi,
@user why would you want to drink beer whilst hiking that defeats the whole purpose of hiking hope they have a 3l tank,positive,multi,
@usermphe chance hle take it as marriage at first sight then after you can start working on his sense of style,negative,multi,
@user ke bone mara haa tlohele bana ba bang hle p,negative,multi,
@user @user hahahha shyness kalo,positive,Sepedi,
@user wena bago loya o swana le bona bale ba ka kua spaceng selo bano bontsha gore bana le anger,neutral,Sepedi,
@user la ratana nou ne,positive,Sepedi,
good morning should the need arise use l 10 today le rona re ka se kgone re bana ba motho le rona,negative,Sepedi,
@user at least tlabe o fihlile di semifinals,negative,Sepedi,
a go nne se se nnang boss,neutral,Sepedi,
moshimanyana wa lona le ene ke eng go posha bagolo ayi,negative,Sepedi,
@user masego mogaetsho a kgwebo e atlege e gole o phele ditoro tsa gago,positive,Sepedi,
motho hasa batle dihm di je a buwekitchen manners kwala molomo oqeta ho yetsa dijo,negative,multi,
@user ke kgona ho tiisa vaslap ngwanwa bona lwena,neutral,Sepedi,
@user dilo tsaka di ko tlase bathong nobody has me and i dont have anyone,negative,Sepedi,
@user ok a wine 2m themba go fele re bone txe dingwe,positive,Sepedi,
@user eish cster ra de bona,positive,Sepedi,
bathong she didnt even care that she wrt herself,positive,Sepedi,
oh wow bathong nou ka duma eh okare nka nyala kaosane,neutral,Sepedi,
every week o jewa jaaka dijo tsa boipuso ko kgotleng grootman,positive,multi,
@user bothata ke karete eno yeo oe sebelisang,negative,Sepedi,
@user ako o tle o tshwere sengwenyana o re tsaa daug,neutral,multi,
@user i hope you took a day off so you can spoil yourself,positive,multi,
@user @user aai retla reng waka,negative,Sepedi,
sometimes i wish i was an apple no umndeni no stress no nothing kego jewa fela,positive,multi,
@user ntse ke sotlega o sa nthomelele tshelete,positive,multi,
@user letlo re boledisa kudu,positive,Sepedi,
@user nka lela 40days and 40nights go tlhakana le gore le yone bolo ga ke e rate,neutral,Sepedi,
@user  ka nnete ai monna tshwanetse a iketle hle,positive,Sepedi,
@user whoever ntate wa lelapa will be,positive,multi,
@user ra shohliwa mae aowa man no gabotse are tshabeng basadi tota,positive,Sepedi,
@user one leleme my friend,neutral,multi,
@user phefo o tsewa le moya,negative,Sepedi,
@user thato lala o montle gore,negative,Sepedi,
maloba i drove to the farm with a friend are he never wants to go there again bacause of the road,negative,Sepedi,
@user ka teng bra yaka have a wonderful day,negative,Sepedi,
@user ke mo rata gore,positive,Sepedi,
@user im just sad la robbie cos hatlo bina le yena wena otlo etsa afterparty hahao,negative,multi,
@user re leboga phenyo le ipshine,positive,multi,
phefo ye e tla re bolaisha ka paiki,positive,multi,
@user bona im just waiting for that opportunity and space to become a mini eddie zondi in my house,positive,Sepedi,
@user o mphe formula ya teng,positive,Sepedi,
go sego lona ba le tsogang mo dihubeng,neutral,Sepedi,
@user lol why o sa nyake go phela for long,positive,multi,
o ba shapa ka tladi cyril,negative,Sepedi,
@user that was a cry for help ngwana batho o lapile,neutral,Sepedi,
this cinematic camera on the iphone 13 be dope kabelo thathe,positive,Sepedi,
@user haish e dingalo life ya teng,neutral,Sepedi,
@user nna ke batle go bolela maaka gb kate e na le boloi,negative,Sepedi,
@user @user travel safe o raya a taboga 200km,positive,multi,
@user ke gona papa lena admin,negative,Sepedi,
@user  so david makhura ke minister of what,negative,Sepedi,
@user mayellow bones a monate go tshwana le white bread the problem about them ke gore a ba kgorise you will have to keep eating for more,negative,Sepedi,
@user monna yo o weak gore,neutral,Sepedi,
re phela bohloko mo twitter,positive,multi,
kante how do i track a stolen phone ka imei number bathong,positive,Sepedi,
ba kreiwa kae batho ba,positive,multi,
@user nthoe ke utloang ke letsoalo le lengata ka nqena major ha batle ho theoha ehlile nthoena e plennoe khale,negative,Sepedi,
@user  gotwe ke segwele sa rona,negative,Sepedi,
@user @user kaofela tona bro,negative,Sepedi,
patut order food panda je tadi,negative,multi,
@user o nromelle di nomoro tsa gage ga o mo those pls,neutral,multi,
@user hes right moss sheba gape,negative,Sepedi,
@user we love you thato goodluck babe,negative,multi,
@user  anismele kancane we lerato,positive,Sepedi,
@userba blelle bla yerr batho ba government ba itirile di problem marn,positive,Sepedi,
okare nka bula space ka ntsa whats in my heart ka these outfits,positive,multi,
@user mara abodade labo abasirerhe bakhipha iimpiri,negative,Sepedi,
too much and go monate gore,neutral,Sepedi,
ke laleditswe lenyalo ko durban ka di 2 tsa april my finances tsa re no girl ke kopa di donations ke yeng lenyalong la mazulu please,negative,Sepedi,
@user i dnt tell wen i go ke no bowa ke e dirile ba bolawa keo kgotsa,positive,Sepedi,
@user sese salang o ngwana kwa lona,negative,Sepedi,
e tsamaya ko pele the wife,positive,Sepedi,
@user happy birthday to bra max ruthu tja kgaoga dithapo,negative,multi,
consistent go gaisa direlationship tsa batho bangwe mo gc including my relos,negative,Sepedi,
ba rena kgale re ba applayela space kwa godolang batofe,neutral,Sepedi,
@user o tlo bona mpsha mothowaka,positive,Sepedi,
@user problem yagao o rata sunnyside too much,positive,Sepedi,
le becha ka monna a tserwe kante mahetwa le rilengke tla le kgetlela thupa kana,negative,Sepedi,
@user i honestly hope you loose bigot,negative,multi,
i miss talking to bomma about mjolo these days i hardly tell her whats up,positive,Sepedi,
@user ha o utlwa tlala eja dawg,positive,multi,
@user wait you seriously sent it ke lona ba di dick pic tse di tletseng mo di phone tsa banyana ba rona,positive,multi,
@user i did a video of ds song n its hilarious e nyaka dt gangster attitude,negative,Sepedi,
@user wa mpitsa monate yang,positive,multi,
@user  ke rata blind skeem s,positive,Sepedi,
@user @user please abeg ke ta e kopanya le saturday morning e papa nds,positive,multi,
@user @user o di rata blind o nne o mo senka ha o ile o tla mmona,negative,Sepedi,
@user wa tseba ke sa re ke ya thakgala,positive,Sepedi,
@user nka robala boroko thwii,negative,multi,
ive accepted that nkase tlagelle modi circle tse tsa lena,positive,Sepedi,
wont lie man kgang ya fuel e kgotile mo pelong,neutral,multi,
@user akere ya left e worse e opisa tlhogo gape,negative,Sepedi,
kgane why le sa nyake ke kwe ditaba lenna,positive,multi,
dragon meat ha ke tsebe ke eng so cant speak on it the rest can stay,negative,Sepedi,
@user whats controversial about it o bolela nnete,negative,multi,
ha ke so bone e nang ke eona ena ke ea pele eo ke e bonang anyway,negative,multi,
@user id feel so much better joale ke ngoana wa sekolo,positive,Sepedi,
@user ke e jele gothe le seeds,positive,Sepedi,
@user@user efe ntofo kenna molodi,positive,multi,
motho le mogolwagwe re makete,negative,Sepedi,
@user baby ye keo rata hore,negative,Sepedi,
@user @user we cant say the same about fresh meat in prison can we im ba mo betha ka gana bangimagine the whole weekend,negative,multi,
hello guys kare take off together kare lets go in beautiful tuesday without any mathata ka mamelodi,positive,Sepedi,
@user u pretend like ur so in us kanti motho o nyaka dengese,negative,Sepedi,
@user they must attend funerals tsa ko magaeng diphiri di tla dealer ka bona,negative,Sepedi,
@user gongwe ke ta ja sengwe,neutral,Sepedi,
@user ke wena fela motho waka marn tkogela mahem hem ledi shwaswhi l,negative,Sepedi,
@user o maka busi hle ain no way kusho ha le hlape le sharp,negative,multi,
@user  ke mang a tshwereng kgomo ka vaisgrip lol,positive,multi,
@user @user o dijikile o re nna coke e ka mpitsa ka ba supplier ya bona ya sprite,positive,multi,
mjolo o tlo re bolaya,positive,Sepedi,
katlego and tumelo love always wins,negative,Sepedi,
@user ke kgahla ke gore oa nswara hallelujah,negative,Sepedi,
@user i prefer lettuce for the saladele rich cousin ya gao oa bona ore o apeya cabbage,negative,Sepedi,
ke nna ke nyaretse li comments ke hlokomela hobaneng kele single boring girlfriend ke nna,neutral,multi,
@user i am only left with a few shame ngapha koko am ok,negative,Sepedi,
ke pallwa ke go robala ke santse ke ipotsa why banyana ba ntse yaana,positive,Sepedi,
@user @user ngumona ke lona mntase,negative,Sepedi,
@user yoh yakgama nama eo jwale rona we dont have a choice because ke time e betere besides di cafe,neutral,multi,
@user yaya ashapa di kwasa kwasa ka mpeng,negative,Sepedi,
@user re leboga bophelo mei chomie,positive,Sepedi,
@user @user sesi ke gore le re le tshela kgomo mokokotlo ya be e le gore ba re boditse tsa rena,negative,Sepedi,
slade sa batho se robetse mo selengwee,positive,Sepedi,
harry kane better than gareth bale what crack are you smoking,positive,Sepedi,
@user happy birthday lovely person hope you have a special day may your year ahead be full of good things,neutral,multi,
ne go le monate maan,positive,Sepedi,
@user maybe ba letile promo ya 4th wave or re letile the 5th,positive,multi,
@user@user ke a leboga a kere rona the stars we come out to play at night,positive,Sepedi,
@user @user dilo stofong @user @user,positive,multi,
@user she is already telling me my daughter really just believes im the best thing ever in the world kore some days especially when we visit my friends tlaabo ke bona gore o tswa pelo bana ba bangwe ba bolela bo daddy this and that tlaabo ke amega,positive,Sepedi,
@user @user lol mara wena moruti what are you saying,negative,Sepedi,
@user @user la wa bona listener yela she,negative,Sepedi,
@user o ka se lwale rena re gote re dira bjalo i heard about the unhealthy part but so far it still works,positive,Sepedi,
@user o je kuku vandag lepara laka wa ntshwara mos,negative,Sepedi,
@user @user lets whore together anyway have a nice evening a se nna motho wa go tsama a ruganya batho bo ke sa ba tjibing a ba bitsa ka bo geke nie o tloka noka o tlape mlomo wago wa di thila o thilafele,negative,Sepedi,
@user  impelaakafake opirates abanenkinga eyodwa nabo,negative,multi,
nna ke kopa o seke waba leka wa nkenya tabeng tsa hao,negative,Sepedi,
@user oh my goodness modimo wa phila,negative,multi,
@user pelo ya ngwana e bohloko i remember ke mmatla ka 2020 but girlfriend yone e re hagona ha e tsenang teng ebe ka itlhoboga,negative,multi,
@user @user batho ba ostrich,negative,Sepedi,
@user ke ipotsa gr ke bo mang ba ba bolelang ka ga tulz mo botswana,positive,multi,
@user @user a rena nako ya ho mamela matlakala,positive,Sepedi,
@user wena otla mpolaya ka pelo maabane be ele ditloho today ke mabilo,positive,Sepedi,
@user ne gole massive thata cobra wale eazy,positive,Sepedi,
@user forget about it the last 1 took around 4 hours the timeline was full of people complaining that they wana sleep but they couldnt but what i learnt about the 2 spaces is that batho ba jana mo timeline i swear im the only person who havent s,positive,multi,
bathong @user ostar mos 15kmph for a learner,neutral,multi,
@user maar nnete hlee yooh aahle its enough now,positive,multi,
@user @user batman o hloka fela a proper audit from the irs and hes done for so superman is my guy in this movie they say hes dead though or is it still early,positive,multi,
train from pienaarspoort arrived at pretoria station it will be sanitized before departing back to pienaarspoort at 0625am,neutral,Sepedi,
@user ke kopa go rsvpa klaar akere ke rata diphala,positive,Sepedi,
@user banana le bona u khotsa u sa tsoa khotsa ko joetse,negative,multi,
@user we gonna find her videos on tiktok ese kgale,positive,Sepedi,
mohlang keye kreya koija leka meno,positive,Sepedi,
@user waitse ke ne ke itirile rockstar,negative,Sepedi,
@user @user bro nigga used to go on dates with his squad and their huns now re tlo bolaya ke content ya hubbly on insta,negative,Sepedi,
i hope our good god curses @useryou might be big in your space but every dog has its day under the sun you shall pay the price,positive,multi,
