sentence,Final_labels,predict_name
our copyright order of1989 is sooo outdated bahlanka ha feela ele bona baka pele tabeng tsa li creatives harena fihla moo reangempa hee for the first time ke tletse ka matla le tsepo,negative,Sesotho
@user monna wa mosotho,positive,Sesotho
@user on point kgaitsedi yaka,neutral,Sesotho
@user chelete ya gafisa yona,negative,Sesotho
@user @user @user dc le abc are one and the same njelesotho le leputsoa tjena ke tsona worse dc ke lcd u se u ka nahana naa e sentse ho le hokae,negative,Sesotho
he told them and they didnt listenjoale ho joang kajeno,negative,Sesotho
@user nope apara hantle thats it,negative,Sesotho
@user kanti yena ono robala ntse ho tletse batho next to him,negative,Sesotho
@user bare li joang kapa li etsa eng nna ke bona botle feela mona,negative,Sesotho
please join us for this honorable moment as we wish a100 year old birthday to her royal highness princess elsie kasolomon thee oldest princess in the world and in the royal kingdom today im the happiest mosotho woman for serving a100 year royal highness,positive,Sesotho
o batla goya kae mo letsatsing,positive,Sesotho
@user same here nyalo tjo nahana ke na le marao a ma kana ke tonositse strateng never shem,positive,Sesotho
@user @user ha e qala ho fihla le na kene be ke nahana joalo joale hake bona post eno ka khathala matla he was doing such a great job promoting it,positive,multi
eyyyy mamzala a emenyana rena rego rata ka di s pezana,negative,Sesotho
no gwa bata darlings,negative,Sesotho
@user empa le uena ua bona hore lea sokola,positive,Sesotho
@user @user lol ai professional hadi etse jwalo mahn o diya le seriti sa sundownsif a nahana hore he knows football akabasa kgutla mose jwale o hlolehile kwana mare o iketsa betere,positive,Sesotho
kana kgangmme a re o le rata hela lotlhe le bo @user,positive,Sesotho
lori harvey and damson idris fuel romance rumours,positive,Sesotho
@user bad habits lack of self control girls girls girls sex inconsistency depression girls comfort friends girls alcoholism bad partners girls maakanot being true to yourself tota ha o bata success togela banyana pele unless y,negative,Sesotho
@user empa hakea bua joalo kaha eka li bonolo u mpa usa tsebe u tsekang,negative,Sesotho
@user @user remind me ke itseng i speak too much nonsense to remember,negative,Sesotho
@user u hantle ha ke re babe,positive,Sesotho
@user @user @user hi hi skeemsadrive se tukang malakabe ke tsamaya le lona ho fihlela horeng ya botshelela @user @user @user @user @user,positive,Sesotho
Γö£┬╗Γö¼Γò£dear zuma please donΓö£┬╗Γö¼Γò£t tell us to campaign and vote anc in 2024Γö£┬╗Γö¼Γò£ Γö£┬╗Γö¼Γò£ phuti writes to zumafull story bonang big brother thuso andre de ruyter condolences lesufi kabza,neutral,Sesotho
@user @user @user hai u e beile ka tsela e hlakileng,negative,Sesotho
rea u lebohisa phoka,neutral,Sesotho
@user bundle nna kego mametse kele hae carletonville khutsong @user,neutral,Sesotho
no ways this girl makes me so happy ke went ene shoto tse joang,negative,Sesotho
protect lori harvey at all costs,neutral,Sesotho
@user tsa bona hakere lesotho le fumana motlakase moo,positive,Sesotho
@user ke mathata fela mfwethu,negative,Sesotho
@user ooooee banna tsoanang le cleo ba felile,negative,Sesotho
@user nahana o theola borotho ka med lemon ntja,positive,Sesotho
@user nahana sethunzi saka net,neutral,Sesotho
@user nagana fela days of our lives,negative,Sesotho
@user @user kajeno ke thotse monyetla wa hoba le wena dj phangas,negative,Sesotho
@user bo william wordsworthke bata original pieces,positive,Sesotho
ha a hloloa ke kindness at this age ebe retlo etsa joang,negative,Sesotho
fubeng sa hae kajeno kea hatolohachee hake hloke lethoke bolokehile my moms wake up tune,negative,Sesotho
@user @user @user @user bathong ba ratang batho ebe li carbon copy of themselves people who can not stomach diversity ba tena ho fetahaeba batho bohle ba tsoanela ho nahana joaloka uena molimo aka ba entse yena feela,negative,Sesotho
@user ke ne ke e reke fongkong ea iphone ha ke hlokomela ka e khutlisa,negative,Sesotho
@user eish tebzaΓö£┬╗Γö¼Γò£ re tla fumana phomolo dikoping waitsiΓö£┬╗Γö¼Γò£ cause i know even if i take leave i am going to continue working through it,negative,Sesotho
@user plus ona le chelete chomi atleast,neutral,Sesotho
@user ok 6040 split ska tiketsa angel o rata chelete im offering u a vault full of cash wa tatazela,positive,Sesotho
@user @user hawa mamela taba tsa haeba u ntso bua tjena so ere keu fete,negative,Sesotho
mojapela o re jp finance e ne oele literekeng tse ngata basebetsi ba utsoa chelete ba ja tjotjoa fihla a ba khakhatha eaba ke tsoha ha jpjoale o re ha aka khethoa fela lintho tse ling o tla li lokisa hampe kapa hantle tsamaea le ilo khetha hleng,negative,Sesotho
oena ha e le hantle ha u oa tlalau manyala a mothosorry for sesotho se tebileng mara u manyala u le mocha,negative,Sesotho
@user ke a rata banna ba a talela too much ha o setse o tswa mo go ene ke gone a lemogang boleng jwa gago,positive,Sesotho
@user hobane o rekile koloi ea boleng bo holimo eo atlo tsamaea ka eona ha ele tona kholo ka chelete ea hae ha emela ea rona ea naha mention one politician whod do that,negative,Sesotho
get prepped etela ho fumana clinic ya prep haufi le wena,positive,Sesotho
@user @user @user empa hona ke bosebeletsi bo bobe haho mohla re lokelang ho hloka metsi nahana bakuli batsoetse jj,negative,Sesotho
atchaar ya garlic e monate e tletse olimara ke ithatela jam,positive,Sesotho
utlwe o mongwe a re rip migos,neutral,Sesotho
a whole emailthuso wa tsenwa,positive,multi
finishing varsity scares me more no allowance from anybody rona ba re tswang serowe tlabe e nna okare le sekolo haise ebe ke se tsene,negative,Sesotho
@user @user its about dominance coupled with hatred in this case khale re hola re tseba bashanyana ba jana libono naheng but hona joale tjena nka sere they are gay kannete ntle le haeba u tla njoetsa ka li closet,negative,Sesotho
@user @user my nigga eventually you going to have settle down and thats all that will be left on the market women who want marriage but dont know how to be wives nahana fela your baby cousin at a family function pulling out their ph,negative,multi
normal mgowo is the pits jwale nahana mgowisho with a whole baby ay it with me tebelebonyane hakena ngoana,neutral,multi
@user obona eka batsotella base baephetse nako etelele haholo esele moetlo hobona,negative,Sesotho
ke batla ntwa or ke botsa hantle,negative,Sesotho
ke bone fela at the speed that they are trying to push the agreements through wabona tsotsi yane ya shawelo le bra ya haye gwede ba nahana ba bo hlale sometwo le barrie ye de ryte banahana hare bone,negative,Sesotho
@user am i supposed to guess what youre saying o tletse nyola wena,neutral,Sesotho
@user @user @user @user @user skeem sa drivei am with my older brotherre thellela lapeng re mametse rea thella afternoon drive show ho lesedi fm ke mollelwa,neutral,Sesotho
@user o bata go ipolaa,negative,Sesotho
@user @user im confused now ne ke nahana u motho oa polotiki a sa rateng rfp or nay other party empa joale ke utloa eka u mosotho a neutral a shebang litaba ka hohle and have his say kapa,negative,Sesotho
@user khunong ha ele mala oa khomo e chitja tjee u batla horeng,negative,Sesotho
@user ke ska ya lapeng gone yaana,neutral,Sesotho
@user @user eyawhy ke sa fumana em titties,positive,Sesotho
dstv premiership report ts galaxy v cape town city 03 september 2022 Γö£┬╗Γö¼Γò£ soccer laduma,neutral,Sesotho
@user bontsa girlfriend or something,negative,Sesotho
tsamo kopang thuso ko cahora bassa once,positive,Sesotho
we continued the transect walks in 5 villages of khubelu psc this week with the catchment planning unit amp,neutral,Sesotho
@user so in return letlo re sendela le lena mpe kebe big red flag ya nathi mthethwa yao kganya le boshego,neutral,Sesotho
@user banna ntho tseo batho ba neng ba li bua ebe nyeoe e ntse e tsamaea joang khotla koa likhetho ke ntho e bonolo hoo ha li u hlotse amohela u emele tse tlang,positive,Sesotho
@user ya gore ditswe hantle,positive,Sesotho
@user u tsebe i feel like its a monday but then monday things are not happening,negative,multi
saleng ke one hit wonder temporary form ke khekhe maan what was that today premium trash footballover hyping someone leads to them ba nahana ore ke di star boy,neutral,Sesotho
@user haish di batla eng koore ke nne mo lapeng gompieno,positive,Sesotho
@user kana this side rena re berekela nakong,negative,Sesotho
ere ke apare seaparo keye lefung haona thuso,positive,Sesotho
@user @user when i heard that its from laduma i got relieved,positive,Sesotho
@user le nna ke bata sone,positive,Sesotho
re santse re tloo bolawa ke dithimi straight,negative,Sesotho
@user fla ako cho u nore u etsang,neutral,Sesotho
@user ke re tswe like swikiri,positive,Sesotho
@user kanti rena bo mahlalela ase ya re swanela,negative,Sesotho
@user @user lena le nahana gore re ditlaela,neutral,Sesotho
@user ke batla ho sheba na keng but i do see kea bonono,positive,Sesotho
nkile ka jola ko francistown ke a tsoga kea tlhapa hela ha ke tswa kakwa ke fitlhela go sokiwa palechethe way tht girl laughed at her sister a sena go ntsholelaare mma eseng yo,positive,Sesotho
@user batho utsoitseng chelete ea lesotho hase bao feela ntate in the recent history batho ba sentseng ba bangata haholo,positive,Sesotho
shem nna ko ke tswangthey still have this thing ya gore monyadi wate popona you look down gaotlo phapha ore wa jaiva you must be a well put together elegant lady,negative,Sesotho
kore bo majoro e be bona ba etsang li events ka mokhoa oo le ba tshabang ka teng lithlapa tse mona tseo le re roakang ka tsona ntse ke bona li tla fokotseha,negative,Sesotho
mbele o tlo ja bullet mo teng hake bone hantle,positive,Sesotho
@user ke tΓö£┬╗Γö¼Γò£eha hobane ke ile ka nahana na mohlobo o ka shebahala joang ka nako tse ling,positive,Sesotho
@user he must be happy spain is farΓö£┬╗Γö¼Γò£ rena itΓö£┬╗Γö¼Γò£s pain embarrassment and wonder,negative,Sesotho
nka sebetsa joang le joang ha ho letho le nthusang,positive,Sesotho
@user this so encouraging to read your tweets that are so accommodating and encouraging a majita to stop blaming themselves with their lives ke tletse,positive,Sesotho
@user bye kganya have the worst night ever,negative,Sesotho
@user youΓö£┬╗Γö¼Γò£ve put this so well and i think i get it ke nahana batho ba be ba actΓö£┬╗Γö¼Γò£a out of anger in that moment and itΓö£┬╗Γö¼Γò£s okay for them to cause ba be ba koatile,negative,Sesotho
yoh kopela hou nyala,negative,Sesotho
@user ke nahana bang cheatela because akena zaka ya petrol,negative,Sesotho
@user onale chelete mpho,neutral,Sesotho
bathong my avocado is finally flowering kana lo gana go mpha lefatshe ka jesa lefatshe ka maungo,negative,Sesotho
@user ka nete nka etsa bonnete ba hore ba khutla le se ba tlisitseng,positive,Sesotho
ke bata burger and fries,negative,multi
ke kopela batho bohle ba sebetsang ltv ba isoe phomolongho tloha ka le intern,positive,Sesotho
@user o robala ka koks o nahana otla tsoha ole doctor khumalo,negative,Sesotho
ke ntho eo e sale e etsahala mona moo ke lulang,negative,Sesotho
thuso mbedu seems to have stolen the show again what a talent,negative,multi
@user ke hopola taba tseno hantle ntate empa hee ke mona u ntso eme le ha u le bohloko ke taba eno his memories will always be with you phepi ntate,negative,Sesotho
bored af mfounelemg tlheng,neutral,multi
siyo ba fele batho ba o tsekisang o tla ba batla mme o ke ke wa hlola o ba fumana,negative,Sesotho
kgantele ke tsene mo shopong ke re ke a go bata formal skirt saw shorts about the same price bought the shorts instead iΓö£┬╗Γö¼Γò£m a baddie please ngwanyana wa shop ne a njaja gore,negative,Sesotho
@user ha rena chance today just before1000 ne ke mametse 91i almost thought it was a saturday radio,negative,Sesotho
@user we are all mzala empa hotlo loka kea o joetsa,positive,Sesotho
nthoe nmds ere etsang eona,negative,Sesotho
empa sepedi sere letswele la pele ke la monna petu sekthe sa kiba,positive,Sesotho
@user oke oe shebe hantle,positive,Sesotho
etsang fast ba kwatile batho nou,positive,Sesotho
@user @user @user @user @user ba etsang lizzy mara,positive,Sesotho
@user empa ekholo haholo taba eno rehloka ho isa moo ho hlokahalang,positive,Sesotho
@user yooh aahle le tseba ho nahana hleng,positive,Sesotho
@user re mo kopela mohau kannete ho boima,negative,Sesotho
@user @user @user nice work kgaitsedi,positive,Sesotho
@user @user ache khilik re hloka ho idea hantle,negative,Sesotho
@user i really wanna learngatwe ke ska ka huduwa and what what,neutral,Sesotho
@user @user kore ekare nkebe ke bone ketsahalo eno,positive,Sesotho
@user @user @user @user can we have a hip hop gig ko maseru ya stateng mafikeng tlheng bagolo re nyoretswe motswako re baakanye dikgokgotso before maftown heights tuuuu,neutral,Sesotho
why u tlohela empa,negative,Sesotho
@user eseng sakanyoka tlheng,positive,Sesotho
ke motle hore under this african sunnkopeleng matsohong mahn,positive,multi
@user i said that to my mom at the end of our call neke bapala obviously she replied dont do anything stupid o na nahana ketlo ipolaea,negative,Sesotho
@user disinformation and misinformation ke eona ntho eo mohlomphehi a etsang,negative,Sesotho
@user true motivation hey ke lekopokopo kea koposela ke metsi a foro kea lelemela ke lepolanka ke khaoa likotoana hela tsehlana ya basia eeeee banna bona hobona lesapo le lesehla tjena ka mahlo yello bone,positive,Sesotho
heavy rains so damn early in the morning restrict movement and thats fn plans for mo phando nna ke phela ka ho zama here and there good morning lapeng la elon musk,negative,Sesotho
@user ke hantle waka o robale monate raton laka,positive,Sesotho
@user @user peleta nwana mamasi weeee,neutral,Sesotho
@user lol tloha o tseba hantle hore le balakaletsi,positive,Sesotho
kganya is at a pool party with her dad tell me why there are 2 toddlers in my flat so glad i stay away from men now because id think i am pregnant every time kids couldnt stay away from me,positive,Sesotho
@user @user haketlo lumela taba eno eo lee buang le prof tlasa maemo afeng kapa afeng ele haa khethoa ke mang joang empa joale kaha re chulo haree qoqe letsatsi le leng,negative,Sesotho
