text,labels
usayo cabanga strategy esisha ceke ≡ƒñú ,positive
whe they want cushy jobs and want sympathy for embezzling and defrauding they are black basile aba kakhulu once they have money they want nothing to do with blackness ,negative
12 no chomi electricity iyahamba lana mayinetha imvula ,negative
my greatest flaw is that i canΓÇÖt sleep in the dark and i live in south africakancane kancane i wake up mid sleep because of loadshedding ≡ƒÿ¡≡ƒÆÇ ,negative
myekeni boy boy enze okumjabulisayo vele akadingi ukucupha isisoka use catch ile vele umama uyena othathe video qhubeka mfanaka ,positive
mdnnewss ah manje if you didnt know meleuthi dankie ,neutral
passion weeeeh they look like they are the most comfortable that brand has to offer kanti lutho ≡ƒÿ¡ ,negative
vee lol lutho kanti ,negative
"yabona ko producer uphethe inkunzi ngempela ezazi lomculo kamaskandi,izoba nmandi le album ≡ƒöÑ≡ƒæî≡ƒñ₧ ",positive
hereΓÇÖs to what the weekend is made of ≡ƒÖî≡ƒöÑ≡ƒöÑ≡ƒöÑ umshado is out now on all platforms worldwide≡ƒç┐≡ƒçª≡ƒöÑ ,positive
upskillist nassir ifoni enkulu umhlaba wonke usirizungu ben 10mvala dragon skhafula mliloshalulile shasha uswenka oswenka ngediski Γ¥ñ∩╕ÅΓ¥ñ∩╕Å≡ƒæå≡ƒæå ,negative
"uhulumeni uphinde wahlinzeka abafundi abantulayo ngemifundaze ezobaqhuba ezingeni le mfundo ephakeme ≡ƒôìsoul city sports ground, ward 31 newcastle municipality kzndohs ",negative
nami ngiyasola≡ƒÿé≡ƒÿé ,positive
"ngithi ngicela nitshele izitha zami ukuthi angΓÇÖhambi ngedwa, ngihamba nabangabonwa ",negative
rybrox we madoda manje ushumi lenkabi why angamtseli kutsi wena utongzondisa ngebafethu ,negative
"ndakhe ndaphants ukuwa kula oxford ngomnye unyaka, because oko ndijonge usisi wabantu across the road ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡hyoo awuxoki tu bra ",negative
robertmarawa i dont comment into engekho phela ,negative
jen4 ngicela i number yakho ,positive
next thing ke tshela li map tsaka ka hara vase hobane mablomo dololo≡ƒÿ½ ,positive
sisajahana ne imf phansi phezulu ,positive
"n nkosi what a talent n nkosi ≡ƒÖî stand a chance to win great prizes this summer, all you have to do is activate any of the trending tunes belowΓÇï1 sponono 19032 ΓÇï2 umsebenzi wethu 19038 ΓÇï3 too late for mama 19042 tsh ",negative
ngihleka ungakasho lutho ≡ƒÿà i really enjoy your character ΓÖÑ∩╕Åbig up ,negative
staunch musa ukukhuluma iphutha wena ≡ƒÿé≡ƒÿé≡ƒÿ¡ ,negative
nami be ngisazi buza ukuthi uhlaleleni nabo what a bad way to intro yourself ucaterer uzama ukuba relevant ngos heartbreak this is so wrong ,positive
ngicela ungitjele baba leligama madluphuthu lise paseni yakho oficial mhlambe uzithandela uphuthu usemcane ,negative
ntsimbimakwakwa thokoza gogo dumi ≡ƒñú≡ƒñú≡ƒñú khuluma gogo ,positive
have you not heard ke tshela thupa ,positive
alexsithole kakhulu≡ƒÿà≡ƒÿà≡ƒÿà≡ƒÿà ,negative
nangamso nm ihamba phambili lendoda≡ƒÿé≡ƒÿé ,positive
impi yase sandlwana phela le ≡ƒÿ│≡ƒÿ⌐ ,negative
"abakweleta utelkom abakhokhe bandla, sivalelwa sonke inetwork manje≡ƒñª≡ƒÅ╜ΓÇìΓÖé∩╕Å ",positive
"inkinga yabo ukuthi bazala izingane bengekho ready to be abazali through one night stand ngeshwa they are too old to unlearn whatever nonsense engcwele emakhanda abo, ayikho into e wrong ngokuthi you are a present father isizwe sakhiwe abantu abanjenganawe ",negative
"tshabalal n ushilo nje ukuthi its not that deep, they must chill now ≡ƒñú≡ƒñú ",negative
trust the processsithemba noma kungathembisi ngoba osthembisile uthembekile ,negative
"so to dj kafi ft teddy soul, and projagar for giving us such an amazing song titled umshado≡ƒöÑ≡ƒÄ╢ ",positive
"if i was a pastor, i would make the congregation sing ukholo lwami in the beginning and end of the service every sunday ",positive
mokwala lutho munu≡ƒ½á ,negative
yini i zuluΓÇÖs kodwa nhlakanipho bengikuthembile ≡ƒÑ╣ ngicela u edit uthi amazulu okΓÇÖngcono ≡ƒÖÅ≡ƒÅ╜ ,negative
"lapho amanzi ake ama khona, aphinda ame futhi ",positive
well done siya ≡ƒæî ,positive
inkinga yakho ubuya uhlanye suke singasazi ukuthi khuluma hlanya noma umuntu ojulile ,negative
tourist qhubeka sithule nje siyabuka ,negative
djsgqemeza ≡ƒñú≡ƒñú≡ƒñú≡ƒñú usho ukuthi ungafika monday sekusele ikhanda lodwa odongeni ≡ƒñú≡ƒÿå≡ƒÖê≡ƒÖÅ ,negative
ibamba ipenalty incinci kangaka lentwana≡ƒÿ│ ,positive
mabaso mfwethu ngicela ukubuza ukuthi ngabe kuyiqiniso kangakanani ukuthi umuntu owahamba engaganiwe akabizwa esibayeni uma sekubongwa ,negative
eyi we bafo ngathi inhliziyo imile kwi manje ngilana≡ƒÑ▓≡ƒÑ▓ ,negative
ukhozi fm sawubona tu ngicela ubuze uuntuli ukuthi ngokwakhe akafisi ukwazi ukuthi cr17 waxhaswa ubani nokuthi kwantshontshwa malini epulazi lakhe nokuthi akumeke ngabe useshenxile eskhundle njengo mkhize owazisulela ngoba eveza ubuqotho ,negative
"awaphole amanxeba ngedolo phansi, imithandazo ",negative
mina hlezi ngizibuza ukuthi inhloso yini post ,neutral
from having good night hearts to have a white poppeye in the profile zyakhala ngempelaΓÿ╣∩╕Å≡ƒÑ╣ mjolo ,negative
ey bakithi umphefumulo ukhathele ,negative
ntshabawinnie my favourite ladies Γ¥ñ∩╕Å≡ƒæÅ≡ƒöÑ ziyakhala manje houseofzwide ,negative
yandiey angqambi amanga yazi ≡ƒÿ¡≡ƒÿ¡≡ƒñ₧ ,negative
"izinsizwa zingΓÇÖvumile ngengezo, zithi qhubeka njalo pholoba, ubalimaze njalo ngishuni oconsayo isiyohlala igqilazile ke malanga onke ",negative
thabang94527261 u hennessy ungenaphi laa awume kancane wena ,positive
phephile primary school ,negative
nkanyisosach lutho inkabi zama zulu zifaka ugodo ≡ƒÿ╣ ,negative
overtime kakhulu yoh≡ƒÿ¡ ,negative
"happy birthday kimi uqobo ngiyazalwa namuhla basakazi bami abangaconsi phansi entongande high,ngizalwa kanye noslindele mazibuko emfekayi nenduna baba mantengu enkundusidjsgqemeza ukhozifmvabs ",positive
bbtitans kancane kancane blaqboi uyavela≡ƒñú fine black boy ,negative
awume kancane bhutiwe have too much stress maan wena u failed decimaly as the chairperson of scopa ,negative
lutho eluthela ,negative
zee yooh haii nina nisukela izinja zabantu zingafune lutho ≡ƒÿ¬≡ƒÆö ,negative
royalty80 guy cabanga nje ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ huntersblessings huntersrefreshes ,negative
"kweila kancane kance, i will get to 10 in may as i dont want them to be of the same age ",positive
viva eff vivaΓ£èΓ£èphambili ,positive
akagwetshwe umabunda uyasikhohlisa mayethi wambulala ngephutha ,negative
yooh nkosi yami ngicela ungisize ≡ƒÿ¡ ,negative
"aayii uyayidla ingoma, kumnandi kakhulu kungumgqibelo, ngyabonga mina chillaz ukhozi fm ",negative
graphics kwesinye isikhathi isondo liqhuma lidinge ukuthi imoto imekusahambeki ,negative
pictures videos ≡ƒÿ⌐ shocked bakithi ,negative
mrozawangempel fm ngivukile nami basakazi yey ngixakwe ilosisi u loadshedding la e vryheid ay kunzima kodwa soyincenga kancane kancane ukhozifmvabs ,negative
"ngizwile izindaba zosaziwayo nama influencer lento yogesi iyasikhathaza kakhulu, kodwa sizothini izingxoxo ezingathi shu ziyasilibazisa sikhohlwe ngezinkinga zangempela ukukhuluma ngeeskom, uhulumeni nokhongolose nakho akusishintshi isimo sisobishini ",negative
muhle futhi uyancomeka umsebenzi kashenge ngengondunakulu kazulu usimele ngeqiniso isizwe sika zulu ≡ƒÖÅ njalo phungashe Γ£è≡ƒÖîΓ£è ,positive
≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú kodwa ungihlekiselani manje ,negative
bengithi sula ifinyela ,negative
ay syayboni mohlola yin manje le ,positive
kuhle ukwazi ukuthi ukhona uyaphila bhuti ,positive
"gusheshe and gusheshekazi, my rents bakithi abasebahle ≡ƒÿì≡ƒÿì≡ƒÿì≡ƒÑ║≡ƒÑ║≡ƒÑ║≡ƒÿ│≡ƒÿ│≡ƒÿ│≡ƒÑ║≡ƒÑ║≡ƒÿè≡ƒÿè≡ƒÿè≡ƒÿè gash1 thash1 ",positive
meya we cant forgive herusephindile waqamba amanga ngo msaki ,negative
"because the money goes to africanblack people, u get this reaction owaloya abantu bakithi, ngicabanga ukuthi sewafa ",negative
"cabanga ulwe kangaka sweat, blood, tears, amp a lot of prayer bese you just surrender your gains on a silver platter, to the same culprits who are the root cause of your miserieshhayi ill definitely do me≡ƒñÖ≡ƒÅ╛ ",negative
once video called lona after sending him imali for a haircut yeyyi engemhle sana eswenke noswenka ndathi hlala endlini uyaphi without me kona uzobamhle in public for ntoni ndingekho no no no ,negative
myeke bafo leave neds kota unolaka indlala ,positive
bobcutsa honestly though how do you guys watch someone screw up and still get up and pay without saying anything to them amahloni ≡ƒÿé ,negative
personality≡ƒÿ¡but nawe ungabi mubi kakhulu ,negative
i always make sure that i dont follow or theres no polo behind me≡ƒñ₧ngvele ngbalekele kude le angilifuni polo eduze kwam≡ƒñ₧ ,positive
sibiya1 jgz foundation kanti uqamba amanga yiniuyohlezi epoka ezinkantolo ,negative
uyibambe lapho ingekho khona kodwa qhubeka asinamona ,negative
and angiwathandi bakithi amehlo ey ,negative
"let me hang out here in the comments just to see if ukhona ugogo ozophendula because wowindaba yasemanzini ne content imbi shem yona, i never understood nje the objective behind yoku posta kwa umsebenzi owenziwa komkhulu whether kukuphahla or cleansing≡ƒñ╖≡ƒÅ╛ΓÇìΓÖÇ∩╕Å ",positive
nazi incence zivela usengadleka lona ngephutha mase ngidakiwe ,positive
marikie za ngempela≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,positive
kanti umbali bamsabani ngempela ngempela etvscandal ,positive
≡ƒÿé lutho year players ayobe esebuyile injury sizobe sesithenge namanye ,negative
"siyafrans exactly siya,exactlyalmost same height and style of play≡ƒñ₧≡ƒñ₧≡ƒñ₧ ",neutral
mgazi inganekwane nayo lena ≡ƒñú ,negative
ngithole umsebenzi≡ƒÖÅ≡ƒÅ╛ dreams to come true≡ƒÄ¡≡ƒÄ¼ ,negative
oh my ≡ƒÿ¡ kanti oaunty banjani emzini bakithi reatsotellamonday ,negative
minister of electricity sona2023 inganekwane ,negative
haibo yin manje le ,positive
≡ƒÿé nya rate rumulwa tshela sente batho tshelang sente ,positive
"amaroto splitting up, ai kodwa niyasihlukumeza ngempela ≡ƒÆö ",negative
mjita uwayeka nin amanga ≡ƒÿ¡ ,negative
shezi lol kanti lutho ke yazi ,negative
"fm fakumoya ukhozifmlalela weh zealdlala lapho i kabishi mix, vele nje konakele, sifuna izakha mzimba ye kabishishiya i shisa nyama mix phansi, kabishimix, ≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ",negative
cishe ngafa ≡ƒÆÇ ,negative
wenzeni upep bakithi unophaqa abahle kanje bokhlala ekhaya ,positive
enye inkinga is that they have their favs who they would never single out to apologize but kwabanye kulula nje ,negative
isebenzile impahla enkulu time rest ≡ƒñú ,positive
yonke inesiqalo okufika kalula kuphela kalula mean celebrate litle wins ,positive
no i get that trolling is fun and all but sometimes i think people take it too far they can say whatever oksalayo in the end mans and his wife love each other and thats all that should ever matter to them thol ukuthi the people trolling cant even keep a relationship afloat ,negative
za isihambe yaze yafika kuwena le notice cha umhlaba muncane ≡ƒñú ,negative
bangithatha kancane≡ƒÿé≡ƒÿé ,positive
gundy hehe ubuza ngoba ungazi ngempela noma ≡ƒñö ,negative
≡ƒÿé sump sule threads sump cause tsone sule bereka tshela atleast leaking alot hope water find ,positive
i dont hate anybody retweets and like is not a endorsement putallsouthafricansfirst wewantourcountryback manje ,positive
ukhozi fm mr understand ngicela ukuthi hbd kowele ubayanda nobandile gule baqeda 9 years edumbe ophuzane sengathi umdali angabalonda njalo baphinde bebone eminye iminyaka ezayo babe nosuku olumnandi ngezwi lika baba wabo umbongiseni gwabane ukhozifmvabs ,negative
rms enjoy it while it last manje stress sa driver usikhiphela ku mihla mxim ≡ƒÖä ,negative
ngicela ukushosholoza nalaba simphiwe makhehla emsinga nokubonga doyi makhanya frank sthole emtuba bhasikidi bizane umphakath wonke wakwa nongoma nkungwini danko ,positive
anisasho ukuthi seni crowned already ≡ƒ½ú ,neutral
"abantu bakithi kodwa ≡ƒÑ║≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ yaz sizophenduka i ≡ƒç┐≡ƒç╝ ,im sorry to say that but imbi lento eyenzakalayo la ",negative
"inkinga, they thought they had it in the bag ",negative
ngizahlulelangidlisa inqondo yam upoisonngiytshela ukuthi ngiyahlulekakanti im on the right trackamavaka sjava ,positive
imagine sharing umshado engagement umuntu wakho ubuso bakho ,negative
sory kancane ≡ƒÖï≡ƒÅ╜ΓÇìΓÖé okera chese skop ,positive
bee lutho dadewethu ,negative
umuntu ocheatayo uhlezi ecabanga amanga≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú ,negative
bram hanekom lol ≡ƒÿé lomlungu ulambile tweeting for supper ,positive
long live king kuyinjabulo kithi mazulu ukuba ekugcineni siphumo isifakazisi sokuthi uyinkosi yamazulu wazalwa nogcobo kwasemaphakadeni ,negative
"stream and download umshado by dj kafi ft teddy soul, and projagar on all streaming ",positive
god morning basakazihapy friday ≡ƒñù sengivukile ngakhahlela ingubongicela ukuvuka nabafundi baka grade bonke ethuto bohlale secondary schol babhala imaths namuhla ,positive
peter negazi yonke lanto≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
"i hate family meetings laykhaya because they are futile ≡ƒ½áwell, we have one scheduled for today ntambama and iΓÇÖm gonna take a huge chunk of my edible prior then sit there high as a kite ngizivalele umlomo wami ≡ƒÖâ ",negative
bamshaye kancane ≡ƒÿ¡ ,positive
umah uhlulekile nami ngyathenga kapep ,neutral
"i need to have a conversation with my neighbors that could potentially cause iyΓÇÖnkulumo, and iΓÇÖm not looking forward to it whereΓÇÖs a husband when you need one bakithi ",negative
kodwa ngabe akazikhiphile ucele kulento ukube akaze asho lutho hhay angimazi mina ,negative
thapeloaaron12 it is very sick but they do it anyway on shows like utatakho where you find that non of the alleged fathers bis actually a father uthola ukuthi the father is a family member who was raping the mother but kwathiwa makufihlwe ihlazoumfazi ufa elazi iqiniso better believe that ,negative
trillsa is it mthuda≡ƒÿÑ uyaxolisa njena≡ƒÑ║ khanisphinde nje nge collab yokgcina izinto zizotshintsha manje≡ƒÿ¡ ,negative
faka inkonzo bhuti vele lisontfo liyala ngisho selikuholela ≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ebis2fm ,positive
nyathi kodwa umchunu bakithi nombayimbayi wamanga≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿélike him ,negative
"bakery ≡ƒÿé≡ƒÿé≡ƒÿé your funny side , iyavela kancane kancane mbali ≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ",positive
r communism has never existed in rsa so kungadlalwa ngabantu bakithi ,positive
"bra yam ibuhlungu ufike first born ibeleke usana emcinci yena kqala, that time umamakhe ubusy phandle ",negative
umaka buleh uyafa ikhanda bandla ,negative
ngicela ungkhulumele nabo ≡ƒÑ╣ ,neutral
bblv awu kodwa ubafo inkinga abanye bathu asikwazi ukweshela mhlampe kumele sifundisane ukuthi intombi ishelwa kanjani ,negative
phalane awa bakwenzeni manje ,positive
linda kancane ≡ƒÿ¡≡ƒÿ¡ ,positive
"ngicela ningiphe u77k, kuyaphutuma ≡ƒñ▓≡ƒÅ╛ ",neutral
i meal prepped for the whole week and the food has been in the freezerfridge iveki yonke≡ƒÿ¡ i just had a muffin for dinner yintoni kanti lento ndikuyo≡ƒÿ¡≡ƒÿ¡ ,negative
wasukela inyoka emgodini wayo ≡ƒñú≡ƒñú≡ƒñúshe must collect mphowabadimo ,neutral
umshado awukho serious njena ,positive
"inkinga ngalegeneration yethu, sibahle sonke≡ƒÿ⌐≡ƒÿì≡ƒöÑ ",negative
"www 22 lutho qhawe lami, kodwa makuthiwa kuyenzeka ngayifune umawengane yami leyo number ake ahambise cv eshefiwe ukuze ezohlukana nokungithuka every week ngisho isdingo singekho ≡ƒñ╖≡ƒÅ╛ΓÇìΓÖé ",negative
nadia za nali icala ,negative
wabheka phezulu lakhala ubuso bakhe bajabha funda ,positive
angzwan nomuntu othanda amanga ,positive
"missnobuhle ngempela ngoba ngihlazeka left,right and centre ",negative
"since i turned 30 there is always something new when it comes to my period and those things didnt happen while i was younger,being bloated is the worst and umzimba wonke uyabe ubuhlungu to an extent yokuthi angikhoni nokuhlala nje ladies any tips on how to deal with this ",negative
reloaded radebe i agree nomonde needs to do umsebenzi for the punters ≡ƒñ₧≡ƒÅ╛ ,neutral
dust cabanga ngidinwa oyedwa ababili ngingafa≡ƒÿü ,negative
"iam mbhele true but still extra money at the end of the day weeeh ave bekumnandi kusekhona umbeki, yena kwathi nje kubekho surplus he knew mali ngeyokuthini sikhuluma nge economist ke lapho not isthuphethu you canΓÇÖt place red tape everywhere 47 billion in dollars ngeke uynuke manje ",negative
thick kancane and dark in complexion Γ¥ñ∩╕Å ,positive
luh ≡ƒÿìΓ¥ñ∩╕Å≡ƒÑ░ ngathi ngahlezi ngibuka ubuhle bakho mkhaya uma ngivuka and sengiphuma espani ngiqede stress bakithi ≡ƒÿ£≡ƒÿ£≡ƒÿ£ ,positive
icala lelo≡ƒÿ¡ ,negative
kodwa ngimzwile ubloody ekugcineni ,neutral
lonwabogq wenzeni bakithi ugqoli wenkosi ≡ƒÿé ,positive
kanti ngithanda impi mina yaz ngizibona ngilunge kabi ,negative
